行数	预测值			真实值
2477	洪辰			洪辰
2477	{'洪辰', '刘忻', '好意思'}		{'一直', '洪辰', '我们'}
2478	水漾			名人
2478	{'水漾', '如雨后', '祝鹿晗'}		{'生日', '名人'}
2479	尸体			马航
2479	{'尸体', '总统', '疑似'}		{'被', '马航', 'mh17'}
2480	吴京			吴京
2480	{'喜结良缘', '吴京', '谢楠'}		{'结婚', '吴京', '谢楠'}
2481	是否			小时代
2481	{'小时代', '是否', '记得'}		{'小时代', '保卫战'}
2482	迷恋			吴亦凡
2482	{'迷恋', '传说', '哥哥'}		{'吴亦凡'}
2483	喝			王思聪体
2483	{'meim', '王思聪体', '喝'}		{'王思聪体'}
2484	同居			临时
2484	{'同居', '轰', '趴'}		{'同居', '临时', '空中'}
2485	胆子			张碧晨
2485	{'了解', '小题大做', '胆子'}		{'张碧晨', '撒谎'}
2486	词曲			红豆
2486	{'打动', '柳重言', '词曲'}		{'红豆', '柳重言', '作曲'}
2487	账目			李亚鹏
2487	{'账目', '4000', '辅导'}		{'回应', '举报', '李亚鹏'}
2488	欢乐			neinei
2488	{'3neinei', '4neinei', '欢乐'}		{'neinei', '回来', '爸爸'}
2489	啥意思			白举纲
2489	{'小', '啥意思', '娇羞'}		{'小年', '快乐', '白举纲'}
2490	说好			尼坤
2490	{'万而', '跌下', '说好'}		{'恋爱', '尼坤', 'tiffany'}
2491	何日			帮
2491	{'黄叶', '音洋深', '何日'}		{'帮', '杨阳洋', '追'}
2492	美拍			美拍
2492	{'美拍', 'mv', '播放'}		{'美拍'}
2493	看不见			上
2493	{'热情好客', '文化交流', '看不见'}		{'厕所', '上', '不'}
2494	grace			薯条
2494	{'joe', 'grace', '潮装秀'}		{'薯条', '曹格', '爸爸'}
2495	派			祈福
2495	{'失联', '派', '抵达'}		{'祈福', '马航'}
2496	仍然			我
2496	{'仍然', '背好', '人'}		{'陈伟霆', '我', '知道'}
2497	taeyeonssmmmm			少女时代
2497	{'140215', 'taeyeonssmmmm', 'instagram'}		{'少女时代'}
2498	不爱			柴静
2498	{'不爱', '爱', '染香'}		{'美国', '柴静', '产女'}
2499	sisitar			touchmybody
2499	{'minialbum', 'sisitar', '每到'}		{'sistar', 'touchmybody'}
2500	傻萌			华晨宇
2500	{'花花', '傻萌', '突然'}		{'等', '华晨宇', '我们'}
2501	变美图			那些
2501	{'变美图', '六年级', '高二'}		{'我长', '年', '那些'}
2502	不多求			柯震东
2502	{'不多求', 'sowhat', '改改'}		{'柯震东', '加油'}
2503	煎饼			舌尖上的中国
2503	{'煎饼', '山东', '鱼雷'}		{'舌尖上的中国', '第二季'}
2504	夫妇			逗比
2504	{'夫妇', '逗比', '逗'}		{'夫妇', '逗比', '的'}
2505	来得			张翰
2505	{'抱', '只想', '来得'}		{'好好', '郑爽', '张翰'}
2506	耍个			美拍
2506	{'美拍', '耍个', '球点'}		{'美拍'}
2507	恋爱			做人
2507	{'逼', '恋爱', '这群粉'}		{'金泰妍', '做人', '别太'}
2508	舰船			搜寻
2508	{'设新', '舰船', '中国'}		{'370', '马航', '搜寻'}
2509	竞演			邓紫棋
2509	{'亦须', '各场', '竞演'}		{'来袭', '龙卷风', '邓紫棋'}
2510	张艺谋			大师
2510	{'归来', '作品', '张艺谋'}		{'大师', '归来', '之众'}
2511	接地			北影
2511	{'气', '接地', '大叔'}		{'赵', '北影', '门卫'}
2512	厌恶			阻止
2512	{'十分', '饰演', '厌恶'}		{'杜汶泽', '来', '阻止'}
2513	长沙			朴有天
2513	{'长沙', '开心', '712'}		{'朴有天', '快乐大本营'}
2514	大赏			exo
2514	{'新纪录', '歌谣', '大赏'}		{'exo'}
2515	迪士尼			冰雪
2515	{'迪士尼', '周', '捷报频传'}		{'冰雪', '奇缘'}
2516	杨阳洋整			爸爸去哪儿
2516	{'杨威慢', '杨阳洋整', '曝陆毅'}		{'2', '爸爸去哪儿'}
2517	吴莫愁			亚洲
2517	{'最丑', '吴莫愁', 'top20'}		{'最丑', '亚洲', '明星'}
2518	时装品牌			李钟硕
2518	{'时装品牌', '日程', '经由'}		{'李钟硕'}
2519	好几遍			老子
2519	{'谢帝', '好几遍', '将来'}		{'明天', '不', '老子'}
2520	扫不出			春晚
2520	{'开吐槽', '扫不出', '快用'}		{'春晚'}
2521	贤惠			国民
2521	{'贤惠', '捉', '社长'}		{'国民', '洋媳妇'}
2522	基乱入			中国
2522	{'拜', '基乱入', '四对'}		{'父子', '最帅', '中国'}
2523	赞赞			带
2523	{'赞赞', '壳', '手机'}		{'带', '玩', '黄章'}
2524	有情可原			请
2524	{'我是歌手', '关系户', '有情可原'}		{'张杰', '请', '尊重'}
2525	泰泰			中饭
2525	{'泰泰', 'sone', '逗笑'}		{'力挺', '金泰妍', '中饭'}
2526	xxx			西游记
2526	{'答案', '答错', 'xxx'}		{'大闹天宫', '西游记', '之'}
2527	律政			爱情公寓
2527	{'韦正', '小龙虾', '律政'}		{'4', '爱情公寓'}
2528	看到			俞灏明
2528	{'综合', '看到', '搜榜'}		{'天天向上', '俞灏明'}
2529	监测			马航
2529	{'军方', '监测', '远据'}		{'失联', '马航', '飞机'}
2530	老奶奶			女
2530	{'老奶奶', '没乱', '飞出去'}		{'女', '奶奶', '汉子'}
2531	形容			吴亦凡
2531	{'形容', '图慎点', '是动'}		{'吴亦凡'}
2532	十九			急诊
2532	{'禁', '十九', '宋智孝'}		{'男女', '急诊'}
2533	小孩子			我们
2533	{'欺负', '大人', '小孩子'}		{'结婚', '我们', '了'}
2534	转多			浙江
2534	{'转多', '殷', '哪条'}		{'卫视', '步步惊情', '浙江'}
2535	漫起			刘谦
2535	{'漫起', '刘谦面', '扫除'}		{'刘谦', 'xyif'}
2536	像尔康			蔡琳
2536	{'像尔康', '肖剑', '菜菜'}		{'高梓淇', '公开', '蔡琳'}
2537	一边			快乐大本营
2537	{'一边', '爸美妈们', '萌娃帅'}		{'快乐大本营', '男神季'}
2538	失去			马航
2538	{'联系', '失去', '每一分'}		{'失联', '马航', '飞机'}
2539	虐虐			来自星星的你
2539	{'虐虐', '双辫', '老七'}		{'来自星星的你', '16'}
2540	人品			微
2540	{'人品', '败', '英格兰'}		{'微', '世界杯', '5'}
2541	vcr			朴有天
2541	{'vcr', '删减', '俊秀'}		{'朴有天'}
2542	pissoff			happy
2542	{'整条', 'pissoff', '盗图'}		{'滚出', '张江', 'happy'}
2543	面膜			hws
2543	{'首创', '面膜', '手慢'}		{'全国', '首创', 'hws'}
2544	吴莫愁			亚洲
2544	{'看东民辉', '吴莫愁', '大升'}		{'最丑', '亚洲', '明星'}
2545	看法			搜寻
2545	{'看法', '处理', '发表'}		{'370', '马航', '搜寻'}
2546	说不出口			江铠同
2546	{'江铠同', '说不出口', '向来'}		{'江铠同', '恋情', '韩庚'}
2547	原版			我是歌手
2547	{'张杰', '原版', '一种'}		{'我是歌手'}
2548	三角			金在
2548	{'强力', 'b', '三角'}		{'triangle', '金在', '中'}
2549	着落			朴有天
2549	{'本原', '着落', '无把握'}		{'朴有天', '快乐大本营'}
2550	萌捕			四大
2550	{'四大', '游族', '萌捕'}		{'四大', '萌捕'}
2551	准点			费曼
2551	{'收看', '周', '准点'}		{'费曼', '妈妈'}
2552	名			马航
2552	{'名', '证实', '国籍'}		{'被', '马航', 'mh17'}
2553	民俗			小年
2553	{'民俗', '出版社', '法制'}		{'小年', '到'}
2554	自我			周迅
2554	{'衣服', '穿不起', '自我'}		{'结婚', '周迅'}
2555	方格			吴佩
2555	{'同级', '方格', '为人处事'}		{'吴佩', '慈产女'}
2556	捶			金在
2556	{'捶', '皮草', '达达'}		{'triangle', '金在', '中'}
2557	二附			米歇尔
2557	{'米歇尔', '二附', '一万多'}		{'米歇尔', '访华'}
2558	是从			2014
2558	{'对味', '画里', '是从'}		{'春晚', '网络', '2014'}
2559	健身			那些
2559	{'瘦下来', '健身', '斤'}		{'我长', '年', '那些'}
2560	天咯晓晓陪			422
2560	{'倒计时', '天咯晓晓陪', '可好'}		{'惊情', '起动', '422'}
2561	配音			一
2561	{'花絮', '配音', '困困'}		{'一', '二分之一', '又'}
2562	夜晚			思诚
2562	{'超', '合照', '夜晚'}		{'丫丫', '疯爱', '思诚'}
2563	低人一等			考研
2563	{'低人一等', '考不上', '说得对'}		{'考研', '成绩'}
2564	hk			变形金刚
2564	{'hk', '噢', '出场'}		{'变形金刚', '4'}
2565	舰			搜寻
2565	{'航渡', '海区', '舰'}		{'370', '马航', '搜寻'}
2566	期待			重返
2566	{'期待'}		{'20', '重返', '岁'}
2567	谜底			马航
2567	{'谜底', '沉寂', '人要'}		{'失联', '马航', '飞机'}
2568	四年			梅西
2568	{'打倒', 'toomanylegendsdidntwintheworldcupallofusknowyouarethebestleo', '四年'}		{'梅西', '加油'}
2569	张悦轩			天亮
2569	{'好开心', '张悦轩', 'and'}		{'天亮', '回来', '了'}
2570	哇哇			金希澈
2570	{'搜', '哇哇', '我澈'}		{'710', '生日快乐', '金希澈'}
2571	闭月羞花			国民
2571	{'绝万径', '沉鱼落雁', '闭月羞花'}		{'小男神', '费曼', '国民'}
2572	曾见			马航
2572	{'亲属关系', '曾见', '党派'}		{'失联', '马航', '班机'}
2573	赵寅成			没关系
2573	{'陈京', '赵寅成', '韩正贤'}		{'没关系', '是', '爱情'}
2574	中国式			中国式
2574	{'中国式', '混口饭吃', '笑柄'}		{'中国式', '家长'}
2575	桌面背景			金秀贤
2575	{'桌面背景', '清湖', '设'}		{'金秀贤'}
2576	马伊琍			周一
2576	{'马伊琍', '负人', '弥补'}		{'见', '周一'}
2577	400			金秀贤
2577	{'能力', '400', '地球'}		{'金秀贤'}
2578	袜是			cosmo3
2578	{'改良', '袜是', '几抹'}		{'cosmo3', '月刊'}
2579	遇见			周一
2579	{'马伊琍', '姚笛', '遇见'}		{'见', '周一'}
2580	峰哥			周一
2580	{'见', '司令', '峰哥'}		{'文章', '见', '周一'}
2581	向日葵			吴映洁
2581	{'向日葵', 'happybirthday', '爱笑'}		{'生日快乐', '吴映洁', '811'}
2582	冲着			古剑奇谭
2582	{'开播', '冲着', '点评'}		{'古剑奇谭'}
2583	涨			考研
2583	{'我报', '涨', '人数'}		{'线', '考研', '国家'}
2584	色图			来自星星的你
2584	{'色图', '瞄准', '断货后'}		{'来自星星的你'}
2585	初步			琅琊榜
2585	{'进组后', '初步', '苏霓凰'}		{'琅琊榜'}
2586	放冰			冰桶挑战
2586	{'donghai1015', '放冰', '冰桶挑战'}		{'美拍', '冰桶挑战'}
2587	daum			百年
2587	{'收视率', 'daum', '咋啦'}		{'新娘', '的', '百年'}
2588	混日子			沙特
2588	{'骆驼', '混日子', '骑'}		{'沙特', '包', '王储'}
2589	超逗			急诊
2589	{'冤家', '超逗', '吸引'}		{'男女', '急诊'}
2590	蛋炒饭			爱情公寓
2590	{'一菲到', '集一菲为', '蛋炒饭'}		{'4', '爱情公寓'}
2591	男人			鹿晗
2591	{'会', 'm', '男人'}		{'鹿晗'}
2592	不想			吴奇隆
2592	{'现世', '消消气', '不想'}		{'刘诗诗', '吴奇隆', '要'}
2593	李克强			马航
2593	{'总理', '搜寻', '李克强'}		{'失联', '马航', '飞机'}
2594	齐豫			中国好声音
2594	{'秦称', '音色', '齐豫'}		{'中国好声音', '周深'}
2595	凯迪拉克			北京
2595	{'颜色', '凯迪拉克', 'cts'}		{'北京', '车展'}
2596	20140213			黄子韬
2596	{'20140213', '首都国际机场', '9p'}		{'黄子韬', 'tao'}
2597	旁证			失联
2597	{'向南', '静候', '旁证'}		{'失联', '马航'}
2598	火锅			十二道
2598	{'范冰冰', '味道', '火锅'}		{'锋味', '十二道'}
2599	张庭			男
2599	{'一下下', '韩兆', '张庭'}		{'男', '媒婆'}
2600	明律			小丸子
2600	{'像不像', '明律', '韩版'}		{'新发型', '小丸子'}
2601	电影			鹿晗
2601	{'电影', '身怀绝技', '520'}		{'鹿晗'}
2602	乌			突发
2602	{'晚载', '坠毁', '乌'}		{'突发'}
2603	资格			阻止
2603	{'资格', '大陆', '同胞'}		{'杜汶泽', '来', '阻止'}
2604	真真			爸爸
2604	{'有没有', '一种', '真真'}		{'回来', '了', '爸爸'}
2605	基都			韩国
2605	{'之春', '一百万个', '基都'}		{'韩国', '沉没', '客轮'}
2606	会不会			爸爸
2606	{'会不会', '发音', '标准'}		{'回来', '了', '爸爸'}
2607	小可爱			朴有天
2607	{'朴有天', '动作', '小可爱'}		{'朴有天', '见面会', '广州'}
2608	方言版			letitgo
2608	{'语言版', '方言版', '歌姬'}		{'letitgo'}
2609	幼儿园			女童
2609	{'一两岁', '学前班', '幼儿园'}		{'下体', '被', '女童'}
2610	超爱			李敏镐
2610	{'不知不觉', '超爱'}		{'李敏镐', '春晚', '上'}
2611	女神			女神
2611	{'问下', '醉', '女神'}		{'的', '女神', '新衣'}
2612	何在			请
2612	{'逞一时之', '何在', '法理'}		{'张翰', '请', '向'}
2613	深切			马航
2613	{'深切', '荷兰人', '安理会'}		{'坠毁', '马航', 'mh17'}
2614	z1			mwc2014
2614	{'z1', 'xperiaz2', '真机'}		{'mwc2014'}
2615	守候			马航
2615	{'守候', '刘晓旭', '透支'}		{'失联', '航班', '马航'}
2616	弥足珍贵			张翰
2616	{'弥足珍贵', '清澈', '纯粹'}		{'好好', '郑爽', '张翰'}
2617	行不别			任重
2617	{'自个', '真干', '行不别'}		{'任重', '侠', '接盘'}
2618	可真会			来自星星的你
2618	{'可真会', '亲', '这位'}		{'来自星星的你'}
2619	头会			老子
2619	{'谢帝', '头会', '跟着'}		{'明天', '不', '老子'}
2620	吕先生			钟汉良
2620	{'吕先生', '大卖', '银幕'}		{'钟汉良'}
2621	loveyamybabygirl			美拍
2621	{'好想你', '馨馨', 'loveyamybabygirl'}		{'美拍'}
2622	浅薄			美女
2622	{'学霸', '浅薄', '但愿'}		{'学霸', '美女', '黄雨桐'}
2623	新娘			郑爽
2623	{'后面', '新娘', '不是'}		{'郑爽'}
2624	icn610			张艺兴
2624	{'icn610', '眺望', '彼岸'}		{'张艺兴'}
2625	女单			李娜
2625	{'女单', '冠军', '澳网'}		{'夺冠', '李娜', '澳网'}
2626	大人			心疼
2626	{'大人', '小学老师', '责备'}		{'黄多多', '心疼'}
2627	龙儿			刘亦菲
2627	{'龙儿', '貂蝉', '金燕子'}		{'0825', '刘亦菲', '生日快乐'}
2628	波录			我
2628	{'波录', '梦想', '春春对'}		{'会', '我', '不知'}
2629	乌克兰			马航
2629	{'受阻', '查到', '乌克兰'}		{'被', '客机', '马航'}
2630	鹿鹿			跟着
2630	{'随爱豆', '鹿鹿', '鹿鹿蠢'}		{'做', '鹿晗', '跟着'}
2631	大吃一惊			超
2631	{'大吃一惊', '画', '猜猜'}		{'gif', '搞笑', '超'}
2632	交代			抄
2632	{'总该', '一菲诺澜', '交代'}		{'家伙', '抄', '灭'}
2633	备胎			周迅
2633	{'安好', '备胎', '老'}		{'大婚', '周迅'}
2634	导演			doctor
2634	{'李钟硕', '陈赫', '导演'}		{'doctor', '异乡人'}
2635	胖胖			舌尖上的中国
2635	{'胖胖', '破小编', '排版'}		{'舌尖上的中国'}
2636	拼成			北京
2636	{'拼成', '完整', '快来'}		{'北京', '车展'}
2637	般刻			戚哥
2637	{'心室', '般刻', '壁上'}		{'戚哥', '终于', '嫁'}
2638	吻痕			吴世勋
2638	{'天使', '吻痕', '证据'}		{'吴世勋'}
2639	说到做到			一句
2639	{'说到做到', '弄出来', '中科院'}		{'话', '吐', '一句'}
2640	费曼			吴镇宇
2640	{'看酷', '费曼', '相似之处'}		{'吴镇宇', '费曼'}
2641	安康			李敏镐
2641	{'安康', '一年', '新年快乐'}		{'李敏镐'}
2642	打开方式			冰桶挑战
2642	{'cry', '打开方式', '认真'}		{'冰桶挑战'}
2643	姚明			爸爸去哪儿
2643	{'杀人狂', '大走', '姚明'}		{'第二季', '爸爸去哪儿'}
2644	重先			赵丽颖
2644	{'重先', '说整', '这一说'}		{'请', '赵丽颖', '给'}
2645	别管			贝儿
2645	{'别管', '是非', '感觉'}		{'feynman', '贝儿'}
2646	随随便便			这个
2646	{'汪峰', '对得起', '随随便便'}		{'被', '鱼塘', '这个'}
2647	conceptcoup			沃尔沃
2647	{'p1800', '调配出', 'conceptcoup'}		{'北京', '沃尔沃', '车展'}
2648	杂质			金俊秀
2648	{'俊秀', '杂质', '干净'}		{'春季', '2014', '金俊秀'}
2649	看肠肠			袁姗姗
2649	{'看肠肠', '心情', '不靠'}		{'出', '滚', '袁姗姗'}
2650	琳			少年
2650	{'马天宇', '黄宗泽元芳', '琳'}		{'少年', '神探', '狄仁杰'}
2651	白花花			tao
2651	{'触目', '伤的', '白花花'}		{'tao'}
2652	yoga			林宥嘉
2652	{'林宥嘉', '烂透', 'yoga'}		{'林宥嘉', '我们', '守护'}
2653	日见			一见
2653	{'日见', '剧照', '85'}		{'钟情', '不', '一见'}
2654	陈			我
2654	{'恶言', '口出', '陈'}		{'陈伟霆', '我', '知道'}
2655	李宇春			我
2655	{'粉丝网', '李宇春', '台湾地区'}		{'会', '我', '不知'}
2656	攻击			xp
2656	{'攻击', '系统', '安全'}		{'服务', 'xp', '停止'}
2657	960			祈福
2657	{'平行', '成语', '960'}		{'祈福', '马航'}
2658	时间煮雨			美拍
2658	{'美拍', '点此', '时间煮雨'}		{'美拍'}
2659	搜救			马航
2659	{'一两点', '搜救', '重整'}		{'马航', '失事', '飞机'}
2660	金蟾			刘诗诗
2660	{'金蟾', '公用', '水仙'}		{'女医明', '妃', '刘诗诗'}
2661	朴海镇			朴海镇
2661	{'朴海镇', 'sure17', '画报'}		{'朴海镇'}
2662	活动表单			边伯贤
2662	{'扩散讯息', '延后了', '活动表单'}		{'边伯贤'}
2663	太深			中
2663	{'中毒', '太深', '救'}		{'费曼', '了', '中'}
2664	喝			音频
2664	{'醉', '隔世', '喝'}		{'音频', '怪物'}
2665	食物			尼坤
2665	{'2pmnichkhunkhunnight', '食物', '吃'}		{'快乐大本营', '尼坤'}
2666	wearefamily			与
2666	{'爱', '家人', 'wearefamily'}		{'与', '并肩', '张翰'}
2667	尼康			315
2667	{'黑点', '尼康', '洗不净'}		{'315', '晚会'}
2668	q30			英菲尼迪
2668	{'q30', '车型', '英菲尼迪'}		{'北京', '车展', '英菲尼迪'}
2669	开放			马航
2669	{'脱内裤', '遭咯', '开放'}		{'失联', '马航', '飞机'}
2670	索性			我
2670	{'这组', '索性', '调'}		{'会', '我', '不知'}
2671	喜结连理			汤唯
2671	{'喜结连理', '勇', '晚秋'}		{'公布', '婚讯', '汤唯'}
2672	灰机			美拍
2672	{'灰机', '来点', '快点'}		{'美拍'}
2673	黄金时代			黄金时代
2673	{'王志文', '许鞍华', '黄金时代'}		{'黄金时代'}
2674	教授			来自星星的你
2674	{'回信', '门把手', '教授'}		{'来自星星的你'}
2675	遇难者			韩国
2675	{'邱国洪', '失踪', '遇难者'}		{'韩国', '沉没', '客轮'}
2676	joe			国民
2676	{'joe', '曹三丰', '英文'}		{'好', '哥哥', '国民'}
2677	irememberthe			爱情公寓
2677	{'irememberthe', '接住', '香吻'}		{'4', '爱情公寓'}
2678	皇马			c罗
2678	{'阿隆索', '皇马', '拉莫斯'}		{'不哭', 'c罗'}
2679	代码			身份证
2679	{'位', '代码', '所在'}		{'身份证', '的', '神秘'}
2680	do			最强大脑
2680	{'do', '听音', '辨'}		{'最强大脑'}
2681	充实			再见
2681	{'安于现状', '每个', '充实'}		{'西班牙', '再见'}
2682	锁上			我是歌手
2682	{'躯壳', '不恨', '锁上'}		{'我是歌手', '电视', '超级'}
2683	老妖			音频
2683	{'帮', '头条', '老妖'}		{'音频', '怪物'}
2684	公园			来自星星的你
2684	{'晨练', '公园', '酸酸甜甜'}		{'来自星星的你'}
2685	每个			加油
2685	{'队友', '每个', '人有'}		{'吴亦凡', '加油'}
2686	练			老子
2686	{'现在', '流行', '练'}		{'明天', '不', '老子'}
2687	龚晓明			产妇
2687	{'龚晓明', '攻克', '简要'}		{'产妇', '丧命', '医护'}
2688	陈虹羽			白举纲
2688	{'看书', '纲蛋', '陈虹羽'}		{'签动', '成都', '白举纲'}
2689	惨死			权力
2689	{'valarmorghulis', 'gameofthrones', '惨死'}		{'游戏', '权力', '的'}
2690	腊八			腊八节
2690	{'备好', '君为', '腊八'}		{'腊八节'}
2691	古装			最帅
2691	{'古装', '侠骨', '心中'}		{'男神', '古装', '最帅'}
2692	出范儿			林允儿
2692	{'允好', '出范儿', '20140815smt'}		{'林允儿'}
2693	记起			步步惊情
2693	{'记起', '行到', '看云起'}		{'步步惊情'}
2694	面对			天佑
2694	{'面对', '臂弯', '珍惜'}		{'天佑', '昆明'}
2695	进口额			马航
2695	{'进口额', '近一半', '亚洲'}		{'失联', '马航', '飞机'}
2696	民视			爱上
2696	{'民视', 'ttv', 'ftv'}		{'两个', '我', '爱上'}
2697	太口			朴有天
2697	{'沙饭', '爱了', '太口'}		{'朴有天'}
2698	女友			我
2698	{'礼上', '钟汉良', '女友'}		{'早', '我', '的'}
2699	最喜欢			鹿晗
2699	{'宇宙', '最最', '最喜欢'}		{'鹿晗'}
2700	爱超			邓超
2700	{'永恒', '爱超', '35'}		{'邓超'}
2701	只羊			爸爸去哪儿
2701	{'看', '只羊', '爸爸去哪儿'}		{'2', '爸爸去哪儿'}
2702	官配			贝儿
2702	{'从来', 'cp', '官配'}		{'feynman', '贝儿'}
2703	品冠			我是歌手
2703	{'品冠', '拥抱', '杰锅'}		{'我是歌手', '张杰'}
2704	酥			吴世勋
2704	{'衬衫', '这套', '酥'}		{'吴世勋'}
2705	20140503			袁弘
2705	{'很瘦', '开来', '20140503'}		{'袁弘'}
2706	世界			lay
2706	{'善待', '世界', '好孩子'}		{'lay'}
2707	愿得			杨幂
2707	{'不相离', '白首', '愿得'}		{'结婚', '刘恺威', '杨幂'}
2708	吴亦凡			吴亦凡
2708	{'电影', '吴亦凡', '饰夏木'}		{'夏有', '吴亦凡', '乔木'}
2709	茜茜排			亚洲
2709	{'先天性', '眼疾', '茜茜排'}		{'最丑', '亚洲', '明星'}
2710	留学生			马航
2710	{'安南', '正是', '留学生'}		{'失联', '航班', '马航'}
2711	不要			重返
2711	{'好好', '太累', '不要'}		{'20', '重返', '岁'}
2712	收			美拍
2712	{'陆毅', '贝儿', '收'}		{'美拍'}
2713	就业			90
2713	{'就业', '楼宇', '职业'}		{'90', '女', '后'}
2714	来不及			祈福
2714	{'万里', '有生', '来不及'}		{'祈福', '马航'}
2715	用图			我
2715	{'女王', '驾到', '用图'}		{'我', '是', '女王'}
2716	全裸照			林心如
2716	{'微薄', '全裸照', '热门'}		{'生日快乐', '林心如', '0127'}
2717	抽选			金曲
2717	{'任选', '随机', '抽选'}		{'歌王', '林俊杰', '金曲'}
2718	好多			杨幂
2718	{'作家', '编辑', '好多'}		{'大婚', '刘恺威', '杨幂'}
2719	阿拉斯加			后会无期
2719	{'讲道理', '阿拉斯加', '士奇'}		{'后会无期'}
2720	无尿点			前任
2720	{'爱情', '无尿点', '原点'}		{'功略', '前任'}
2721	不吐槽			yif
2721	{'在意', '不吐槽', '无需'}		{'yif', '加油'}
2722	梦			南京
2722	{'梦', '青春', '梦想'}		{'南京', '青奥会'}
2723	团结			李敏镐
2723	{'资本主义', '团结', '我家'}		{'李敏镐', '春晚', '上'}
2724	廖洪毅			变形
2724	{'计', '变形', '廖洪毅'}		{'计', '变形'}
2725	枪			梁静茹
2725	{'躺', '枪', '茜拉会'}		{'躺', '梁静茹', '枪'}
2726	潮小编			变形
2726	{'说不出', '最潮', '潮小编'}		{'计', '变形'}
2727	弃剧			大
2727	{'弃剧', '丢下', 'c'}		{'订婚', '大', 'k'}
2728	熔岩			微
2728	{'湖冒', '浓烟', '熔岩'}		{'微', '镜头'}
2729	叔叔			祈福
2729	{'叔叔', '平安无事', '中兴'}		{'祈福', 'mh370'}
2730	睡觉			爸爸
2730	{'neinei', '睡觉', '够'}		{'回来', '了', '爸爸'}
2731	共出动			马航
2731	{'今日', '共出动', '搜寻'}		{'失联', '马航', '飞机'}
2732	跳脱			吴镇宇
2732	{'跳脱', 'tbb', '看惯'}		{'吴镇宇', '费曼'}
2733	外滩			后会无期
2733	{'承包', '后会无期', '外滩'}		{'后会无期'}
2734	系列			吴亦凡
2734	{'系列', '独立精神', '阿长'}		{'吴亦凡'}
2735	一年			郑嘉颖
2735	{'会争', '遥祝', '一年'}		{'815', '生日快乐', '郑嘉颖'}
2736	饭碗			最炫
2736	{'饭碗', '南方', '打工'}		{'最炫', '风', '文言'}
2737	可能			张碧晨
2737	{'改正', '可能', '错事'}		{'张碧晨', '撒谎'}
2738	集动			来自星星的你
2738	{'来自星星的你', '图集', '集动'}		{'来自星星的你'}
2739	抽奖			鹿晗
2739	{'心跳', '鹿晗', '抽奖'}		{'0420', '鹿晗', '生日快乐'}
2740	雷霆之怒			祈福
2740	{'雷霆之怒', '惩', '超度'}		{'祈福', '昆明'}
2741	抽一			李易峰
2741	{'人手', '抽一', '艾迪'}		{'李易峰'}
2742	师尊			张智尧
2742	{'上线', '师尊', '造'}		{'古剑奇谭', '张智尧'}
2743	黄京爱			赵丽颖
2743	{'夜之魅', '赵丽颖二凤', '黄京爱'}		{'赵丽颖'}
2744	苏铭			少年
2744	{'文广', '小少', '苏铭'}		{'少年', '强', '中国'}
2745	黄耀明			冰桶挑战
2745	{'黄耀明', 'ronald', '郑中基'}		{'冰桶挑战'}
2746	不靠			一见
2746	{'甚至于', '蹦出来', '不靠'}		{'钟情', '不', '一见'}
2747	姜洙			百年
2747	{'姜洙', '斗琳', '斗琳进'}		{'新娘', '的', '百年'}
2748	张靓颖			一起
2748	{'俄国', '主题曲', '张靓颖'}		{'一起', '来看', '青奥会'}
2749	小喷菇			吴世勋
2749	{'小喷菇', '喷菇', 'crforgetmenot'}		{'吴世勋'}
2750	239			马航
2750	{'八大', '239', '稳稳'}		{'失联', '马航', '飞机'}
2751	村长			贝儿
2751	{'蛋糕', '村长', '马桶'}		{'feynman', '贝儿'}
2752	越看			泰版
2752	{'越看', 'mike', '越帅'}		{'泰版', '浪漫满屋'}
2753	睡姿			爸爸
2753	{'呆萌', '睡姿', '甜心'}		{'回来', '了', '爸爸'}
2754	版若曦			贝儿
2754	{'费贝', '毁图', '版若曦'}		{'feynman', '贝儿'}
2755	态度			光荣
2755	{'态度', '候选人', '时事'}		{'绽放', '2014', '光荣'}
2756	伊利			马伊琍
2756	{'伊利', '大有文章', '微博全'}		{'马伊琍', '请', '坚强'}
2757	他姐			来自星星的你
2757	{'他姐', '允才', '允'}		{'来自星星的你', '集', '16'}
2758	十年			快乐大本营
2758	{'爆小冉', '十年', '识于'}		{'快乐大本营'}
2759	眉眼			吴亦凡
2759	{'形容', '小哥', '眉眼'}		{'吴亦凡'}
2760	踢			c罗
2760	{'进一球', 'c罗', '踢'}		{'不哭', 'c罗'}
2761	中国大使馆			马航
2761	{'马来西亚', '中国大使馆', '抗议'}		{'马航', '失事', '飞机'}
2762	黑手			东莞
2762	{'幕后', '黑手', '干嘛'}		{'东莞', '丐帮'}
2763	好稀饭			唐嫣
2763	{'好稀饭', '知性', '干练'}		{'唐嫣'}
2764	杨羊羊			你
2764	{'joegrace', '快高长', '杨羊羊'}		{'是', '你', '我'}
2765	针扎			黄子韬
2765	{'针扎', '痛', '身同'}		{'黄子韬'}
2766	140123			都
2766	{'嘻嘻', '歌谣', '140123'}		{'都', '秀', '暻'}
2767	落花流水			李娜
2767	{'落花流水', '娜姐', '第二局'}		{'夺冠', '李娜', '澳网'}
2768	爱老			男神
2768	{'爱老', '倾国', '放荡不羁'}		{'男神', '终于', '笑'}
2769	越发			音频
2769	{'多变', '迷恋', '越发'}		{'音频', '怪物'}
2770	w			刘谦
