行数	预测值			真实值
2499	夏天			touchmybody
2499	{'夏天', '歌词', '韩'}		{'touchmybody', 'sistar'}
2500	花花			华晨宇
2500	{'花花', '傻萌', '回来'}		{'华晨宇', '我们', '等'}
2501	六年级			那些
2501	{'大一', '六年级', '变美图'}		{'年', '那些', '我长'}
2502	顾里			柯震东
2502	{'顾里', '每个', '应该'}		{'柯震东', '加油'}
2503	集			舌尖上的中国
2503	{'集', '内容', '1'}		{'舌尖上的中国', '第二季'}
2504	夫妇			逗比
2504	{'夫妇', '逗', '逗比'}		{'的', '逗比', '夫妇'}
2505	容易			张翰
2505	{'抱', '来得', '容易'}		{'张翰', '郑爽', '好好'}
2506	美拍			美拍
2506	{'美拍', '球点', '耍个'}		{'美拍'}
2507	恋爱			做人
2507	{'黑', '路人', '恋爱'}		{'金泰妍', '做人', '别太'}
2508	中国			搜寻
2508	{'中国', '舰船', '物体'}		{'马航', '搜寻', '370'}
2509	我是歌手			邓紫棋
2509	{'第二季', '努力', '我是歌手'}		{'邓紫棋', '龙卷风', '来袭'}
2510	张艺谋			大师
2510	{'归来', '作品', '张艺谋'}		{'归来', '之众', '大师'}
2511	气			北影
2511	{'大叔', '气', '接地'}		{'门卫', '北影', '赵'}
2512	角色			阻止
2512	{'十分', '饰演', '角色'}		{'来', '阻止', '杜汶泽'}
2513	长沙			朴有天
2513	{'长沙', '恩', '今天'}		{'快乐大本营', '朴有天'}
2514	大赏			exo
2514	{'大赏', '23', '首尔'}		{'exo'}
2515	迪士尼			冰雪
2515	{'电影', '迪士尼', '5'}		{'奇缘', '冰雪'}
2516	6			爸爸去哪儿
2516	{'20', '日晚', '6'}		{'2', '爸爸去哪儿'}
2517	亚洲			亚洲
2517	{'亚洲', '吴莫愁', '最丑'}		{'亚洲', '明星', '最丑'}
2518	19			李钟硕
2518	{'出席', '上午', '19'}		{'李钟硕'}
2519	发展			老子
2519	{'好几遍', '发展', '好听'}		{'老子', '明天', '不'}
2520	木有			春晚
2520	{'木有', '遇到', '演出'}		{'春晚'}
2521	娶			国民
2521	{'娶', '捉', '急'}		{'洋媳妇', '国民'}
2522	父子			中国
2522	{'父子', '基乱入', '四对'}		{'父子', '中国', '最帅'}
2523	壳			带
2523	{'壳', '手机', '赞赞'}		{'带', '黄章', '玩'}
2524	我是歌手			请
2524	{'张杰', '实力', '我是歌手'}		{'张杰', '尊重', '请'}
2525	唱歌			中饭
2525	{'激动', '唱歌', '总是'}		{'金泰妍', '中饭', '力挺'}
2526	猜			西游记
2526	{'的', '电影', '猜'}		{'大闹天宫', '西游记', '之'}
2527	宝宝			爱情公寓
2527	{'海绵', '洗脚', '宝宝'}		{'4', '爱情公寓'}
2528	热			俞灏明
2528	{'热', '综合', '搜榜'}		{'俞灏明', '天天向上'}
2529	马			马航
2529	{'军方', '马来', '马'}		{'马航', '飞机', '失联'}
2530	老奶奶			女
2530	{'岁', '美国', '老奶奶'}		{'奶奶', '女', '汉子'}
2531	几个			吴亦凡
2531	{'第一', '几个', '形容'}		{'吴亦凡'}
2532	几个			急诊
2532	{'意思', '几个', '禁'}		{'急诊', '男女'}
2533	大人			我们
2533	{'小孩子', '欺负', '大人'}		{'我们', '结婚', '了'}
2534	不转			浙江
2534	{'条', '必须', '不转'}		{'卫视', '步步惊情', '浙江'}
2535	看着			刘谦
2535	{'看着', '微博上', '绯闻'}		{'xyif', '刘谦'}
2536	尼玛			蔡琳
2536	{'尼玛', '居然', '像尔康'}		{'高梓淇', '蔡琳', '公开'}
2537	一边			快乐大本营
2537	{'一边', '不少', '爸爸去哪儿'}		{'快乐大本营', '男神季'}
2538	3			马航
2538	{'8', '3', '月'}		{'马航', '飞机', '失联'}
2539	恋爱			来自星星的你
2539	{'终于', '模式', '恋爱'}		{'来自星星的你', '16'}
2540	人品			微
2540	{'攒', '球队', '人品'}		{'世界杯', '5', '微'}
2541	vcr			朴有天
2541	{'vcr', '删减', '俊秀'}		{'朴有天'}
2542	滚出			happy
2542	{'狗', '盗图', '滚出'}		{'happy', '张江', '滚出'}
2543	一款			hws
2543	{'一款', '妈妈', '抢'}		{'首创', '全国', 'hws'}
2544	前三名			亚洲
2544	{'吴莫愁', '前三名', '何润东'}		{'亚洲', '明星', '最丑'}
2545	不同			搜寻
2545	{'事情', '不同', '看法'}		{'马航', '搜寻', '370'}
2546	向来			江铠同
2546	{'对方', '态度', '向来'}		{'恋情', '江铠同', '韩庚'}
2547	张杰			我是歌手
2547	{'张杰', '刚', '听'}		{'我是歌手'}
2548	站			金在
2548	{'站', 'b', '推荐'}		{'中', 'triangle', '金在'}
2549	孩子			朴有天
2549	{'喜欢', '孩子', '后'}		{'快乐大本营', '朴有天'}
2550	四大			四大
2550	{'四大', '萌捕', '网络'}		{'四大', '萌捕'}
2551	收看			费曼
2551	{'准点', '收看', '妈妈'}		{'费曼', '妈妈'}
2552	名			马航
2552	{'证实', '名', '美国'}		{'被', '马航', 'mh17'}
2553	今儿个			小年
2553	{'出版社', '民俗', '今儿个'}		{'小年', '到'}
2554	自我			周迅
2554	{'供选择', '衣服', '自我'}		{'周迅', '结婚'}
2555	结婚			吴佩
2555	{'程度', '结婚', '生女'}		{'慈产女', '吴佩'}
2556	死			金在
2556	{'死', '官网', '更新'}		{'中', 'triangle', '金在'}
2557	花花			米歇尔
2557	{'米歇尔', '花花', '美景'}		{'米歇尔', '访华'}
2558	是从			2014
2558	{'猴子', '孙', '是从'}		{'春晚', '2014', '网络'}
2559	斤			那些
2559	{'斤', '大学', '以后'}		{'年', '那些', '我长'}
2560	16			422
2560	{'可好', '16', '倒计时'}		{'起动', '422', '惊情'}
2561	无			一
2561	{'花絮', '配音', '无'}		{'又', '二分之一', '一'}
2562	得到			思诚
2562	{'ps', '找', '得到'}		{'疯爱', '丫丫', '思诚'}
2563	成绩			考研
2563	{'成绩', '以后', '人生'}		{'成绩', '考研'}
2564	hk			变形金刚
2564	{'出场', 'hk', '今天'}		{'变形金刚', '4'}
2565	舰			搜寻
2565	{'舰', '的', '搜救'}		{'马航', '搜寻', '370'}
2566	期待			重返
2566	{'期待'}		{'岁', '20', '重返'}
2567	相关			马航
2567	{'军方', '人要', '相关'}		{'马航', '飞机', '失联'}
2568	四年			梅西
2568	{'眼里', '读懂', '四年'}		{'梅西', '加油'}
2569	看见			天亮
2569	{'张亮', '看见', '好开心'}		{'了', '天亮', '回来'}
2570	搜			金希澈
2570	{'热', '搜', '艾玛'}		{'生日快乐', '710', '金希澈'}
2571	费曼			国民
2571	{'费曼', '遇到', 'bbgirl'}		{'小男神', '费曼', '国民'}
2572	12			马航
2572	{'mh370', '12', '天'}		{'马航', '班机', '失联'}
2573	sbs			没关系
2573	{'sbs', '新', '剧'}		{'没关系', '是', '爱情'}
2574	中国式			中国式
2574	{'看法', '中国式', '已然'}		{'中国式', '家长'}
2575	亲们			金秀贤
2575	{'净水器', '亲们', '3p'}		{'金秀贤'}
2576	同学			周一
2576	{'辜负', '同学', '马伊琍'}		{'见', '周一'}
2577	来自			金秀贤
2577	{'能力', '外', '来自'}		{'金秀贤'}
2578	足以			cosmo3
2578	{'吸引', '瞬间', '足以'}		{'cosmo3', '月刊'}
2579	遇见			周一
2579	{'马伊琍', '遇见', '姚笛'}		{'见', '周一'}
2580	先生			周一
2580	{'姚笛', '先生', '周二'}		{'文章', '见', '周一'}
2581	女生			吴映洁
2581	{'女生', '运气', '爱笑'}		{'吴映洁', '811', '生日快乐'}
2582	冲着			古剑奇谭
2582	{'开播', '点评', '冲着'}		{'古剑奇谭'}
2583	涨			考研
2583	{'点', '觉得', '涨'}		{'国家', '考研', '线'}
2584	全			来自星星的你
2584	{'女神', '全', '唇膏'}		{'来自星星的你'}
2585	即将			琅琊榜
2585	{'古装', '新年', '即将'}		{'琅琊榜'}
2586	冰桶挑战			冰桶挑战
2586	{'第一次', '冰桶挑战', 'mv'}		{'美拍', '冰桶挑战'}
2587	收视率			百年
2587	{'集', '7', '收视率'}		{'百年', '的', '新娘'}
2588	骑			沙特
2588	{'骑', '一句', '骆驼'}		{'沙特', '王储', '包'}
2589	不了			急诊
2589	{'不了', '吸引', '几个'}		{'急诊', '男女'}
2590	蛋炒饭			爱情公寓
2590	{'蛋炒饭', '知道', '理解'}		{'4', '爱情公寓'}
2591	男人			鹿晗
2591	{'男人', '鹿', 'm'}		{'鹿晗'}
2592	不想			吴奇隆
2592	{'发', '原因', '不想'}		{'刘诗诗', '要', '吴奇隆'}
2593	搜寻			马航
2593	{'搜寻', '李克强', '总理'}		{'马航', '飞机', '失联'}
2594	齐豫			中国好声音
2594	{'齐豫', '致敬', '真假'}		{'周深', '中国好声音'}
2595	车展			北京
2595	{'车展', '开幕', '北京'}		{'车展', '北京'}
2596	链接			黄子韬
2596	{'收图', '链接', '20140213'}		{'tao', '黄子韬'}
2597	坠毁			失联
2597	{'英国', '得出', '坠毁'}		{'马航', '失联'}
2598	浙江			十二道
2598	{'女神', '卫视', '浙江'}		{'锋味', '十二道'}
2599	张庭			男
2599	{'交流', '粉丝团', '张庭'}		{'媒婆', '男'}
2600	韩版			小丸子
2600	{'韩版', '像不像', '明律'}		{'新发型', '小丸子'}
2601	电影			鹿晗
2601	{'电影', '亚洲', '天团'}		{'鹿晗'}
2602	北京			突发
2602	{'7', '北京', '时间'}		{'突发'}
2603	同胞			阻止
2603	{'资格', '同胞', '大陆'}		{'来', '阻止', '杜汶泽'}
2604	感觉			爸爸
2604	{'感觉', '一种', '真真'}		{'爸爸', '了', '回来'}
2605	祈祷			韩国
2605	{'祈祷', '每次', '韩国'}		{'韩国', '沉没', '客轮'}
2606	neinei			爸爸
2606	{'决定', 'neinei', '会不会'}		{'爸爸', '了', '回来'}
2607	朴有天			朴有天
2607	{'满足', '朴有天', '小可爱'}		{'广州', '见面会', '朴有天'}
2608	25			letitgo
2608	{'听过', '25', '国'}		{'letitgo'}
2609	幼儿园			女童
2609	{'幼儿园', '毛', '不能不'}		{'被', '女童', '下体'}
2610	超爱			李敏镐
2610	{'不知不觉', '超爱'}		{'春晚', '上', '李敏镐'}
2611	女神			女神
2611	{'女神', '快', '真人秀'}		{'女神', '新衣', '的'}
2612	娱乐圈			请
2612	{'娱乐圈', '黑', '是非'}		{'张翰', '向', '请'}
2613	北京			马航
2613	{'17', '北京', '时间'}		{'马航', 'mh17', '坠毁'}
2614	xperiaz2			mwc2014
2614	{'图来', 'xperiaz2', 'z1'}		{'mwc2014'}
2615	焦急			马航
2615	{'等待', '焦急', '守候'}		{'马航', '航班', '失联'}
2616	张翰			张翰
2616	{'张翰', '眼泪', '天使'}		{'张翰', '郑爽', '好好'}
2617	以前			任重
2617	{'挺', '以前', '一块'}		{'侠', '接盘', '任重'}
2618	眼泪			来自星星的你
2618	{'眼泪', '亲', '截图'}		{'来自星星的你'}
2619	跟着			老子
2619	{'唱歌', '跟着', '头会'}		{'老子', '明天', '不'}
2620	日起			钟汉良
2620	{'日起', '24', '钟汉良'}		{'钟汉良'}
2621	美拍			美拍
2621	{'美拍', '好想你', 'loveyamybabygirl'}		{'美拍'}
2622	未来			美女
2622	{'未来', '发展', '但愿'}		{'黄雨桐', '学霸', '美女'}
2623	新娘			郑爽
2623	{'新娘', '后面', '的'}		{'郑爽'}
2624	想要			张艺兴
2624	{'icn610', '登陆', '想要'}		{'张艺兴'}
2625	女单			李娜
2625	{'女单', '澳网', '刚刚'}		{'李娜', '夺冠', '澳网'}
2626	一名			心疼
2626	{'一名', '觉得', '黄多多'}		{'心疼', '黄多多'}
2627	冷艳			刘亦菲
2627	{'可爱', '知书达理', '冷艳'}		{'生日快乐', '刘亦菲', '0825'}
2628	视频			我
2628	{'北京站', '视频', '梦想'}		{'我', '不知', '会'}
2629	乌克兰			马航
2629	{'机上', '中国', '乌克兰'}		{'被', '马航', '客机'}
2630	鹿鹿			跟着
2630	{'随爱豆', '鹿鹿', '饭'}		{'鹿晗', '做', '跟着'}
2631	绝对			超
2631	{'绝对', '画', '猜猜'}		{'超', 'gif', '搞笑'}
2632	交代			抄
2632	{'曾', '感觉', '交代'}		{'抄', '灭', '家伙'}
2633	老			周迅
2633	{'老', '备胎', '安好'}		{'周迅', '大婚'}
2634	出道			doctor
2634	{'制作', '发表', '出道'}		{'异乡人', 'doctor'}
2635	第二季			舌尖上的中国
2635	{'第二季', '播出', '胖胖'}		{'舌尖上的中国'}
2636	星星			北京
2636	{'快来', '星星', '完整'}		{'车展', '北京'}
2637	拍摄			戚哥
2637	{'时尚', '李承铉', '拍摄'}		{'戚哥', '嫁', '终于'}
2638	证据			吴世勋
2638	{'带来', '证据', 'crlogo'}		{'吴世勋'}
2639	赶紧			一句
2639	{'赶紧', '中科院', '东西'}		{'吐', '一句', '话'}
2640	费曼			吴镇宇
2640	{'费曼', '很多', '爱奇艺'}		{'费曼', '吴镇宇'}
2641	一年			李敏镐
2641	{'安康', '祝', '一年'}		{'李敏镐'}
2642	cry			冰桶挑战
2642	{'认真', '打开方式', 'cry'}		{'冰桶挑战'}
2643	7			爸爸去哪儿
2643	{'8', '吴镇宇', '7'}		{'第二季', '爸爸去哪儿'}
2644	杨幂			赵丽颖
2644	{'杨幂', '赵鸡', '心机'}		{'给', '赵丽颖', '请'}
2645	是非			贝儿
2645	{'是非', '感觉', '别管'}		{'贝儿', 'feynman'}
2646	头条			这个
2646	{'头条', '汪峰', '对得起'}		{'被', '这个', '鱼塘'}
2647	conceptcoup			沃尔沃
2647	{'近距离', '欣赏', 'conceptcoup'}		{'车展', '北京', '沃尔沃'}
2648	俊秀			金俊秀
2648	{'干净', '声音', '俊秀'}		{'2014', '春季', '金俊秀'}
2649	心情			袁姗姗
2649	{'剧', '不好', '心情'}		{'滚', '袁姗姗', '出'}
2650	马天宇			少年
2650	{'剧组', '南京', '马天宇'}		{'神探', '少年', '狄仁杰'}
2651	140113			tao
2651	{'140113', '偶像', 'tao'}		{'tao'}
2652	微信			林宥嘉
2652	{'很', '微信', '看到'}		{'我们', '林宥嘉', '守护'}
2653	高清			一见
2653	{'85', '高清', '剧照'}		{'不', '一见', '钟情'}
2654	也许			我
2654	{'陈', '男星', '也许'}		{'陈伟霆', '我', '知道'}
2655	李宇春			我
2655	{'李宇春', '专辑', '不知'}		{'我', '不知', '会'}
2656	系统			xp
2656	{'电脑', '系统', '安全'}		{'xp', '停止', '服务'}
2657	失踪			祈福
2657	{'不见', '不想', '失踪'}		{'马航', '祈福'}
2658	美拍			美拍
2658	{'美拍', '时间煮雨', '点此'}		{'美拍'}
2659	搜救			马航
2659	{'中国', '搜救', '家属'}		{'马航', '失事', '飞机'}
2660	4p			刘诗诗
2660	{'4p', '头像', '来自'}		{'女医明', '刘诗诗', '妃'}
2661	变成			朴海镇
2661	{'画报', '朴海镇', '变成'}		{'朴海镇'}
2662	应援			边伯贤
2662	{'边伯贤', '应援', '活动'}		{'边伯贤'}
2663	救			中
2663	{'救', '中毒', '太深'}		{'中', '费曼', '了'}
2664	喝			音频
2664	{'一杯', '喝', '醉'}		{'怪物', '音频'}
2665	下图			尼坤
2665	{'下图', '食物', '依次'}		{'尼坤', '快乐大本营'}
2666	家人			与
2666	{'wearefamily', '家人', '相信'}		{'张翰', '并肩', '与'}
2667	尼康			315
2667	{'黑点', '相机', '尼康'}		{'晚会', '315'}
2668	英菲尼迪			英菲尼迪
2668	{'中国', '英菲尼迪', '今天'}		{'车展', '英菲尼迪', '北京'}
2669	逼			马航
2669	{'的', '逼', '无奈'}		{'马航', '飞机', '失联'}
2670	黑白			我
2670	{'黑白', '索性', '实在'}		{'我', '不知', '会'}
2671	恭喜			汤唯
2671	{'勇', '恭喜', '喜结连理'}		{'汤唯', '婚讯', '公布'}
2672	美拍			美拍
2672	{'美拍', '快点', '来点'}		{'美拍'}
2673	执导			黄金时代
2673	{'黄金时代', '执导', '编剧'}		{'黄金时代'}
2674	教授			来自星星的你
2674	{'来自星星的你', '教授', '23'}		{'来自星星的你'}
2675	韩国			韩国
2675	{'报道', '韩国', '人员'}		{'韩国', '沉没', '客轮'}
2676	joe			国民
2676	{'英文', 'joe', '发现'}		{'好', '国民', '哥哥'}
2677	主演			爱情公寓
2677	{'快来', 'irememberthe', '主演'}		{'4', '爱情公寓'}
2678	c罗			c罗
2678	{'c罗', '皇马', '哭'}		{'c罗', '不哭'}
2679	位			身份证
2679	{'位', '所在', '代码'}		{'神秘', '的', '身份证'}
2680	do			最强大脑
2680	{'do', '周杰伦', '展示'}		{'最强大脑'}
2681	每个			再见
2681	{'每个', '充实', '唯有'}		{'西班牙', '再见'}
2682	决定			我是歌手
2682	{'真正', '不是', '决定'}		{'电视', '超级', '我是歌手'}
2683	帮			音频
2683	{'头条', '帮', '老妖'}		{'怪物', '音频'}
2684	4p			来自星星的你
2684	{'4p', 'logo', '公园'}		{'来自星星的你'}
2685	每个			加油
2685	{'每个', '不想', '队友'}		{'加油', '吴亦凡'}
2686	练			老子
2686	{'练', '现在', '流行'}		{'老子', '明天', '不'}
2687	医院			产妇
2687	{'后', '医院', '的'}		{'丧命', '医护', '产妇'}
2688	作家			白举纲
2688	{'送', '作家', '一定'}		{'签动', '白举纲', '成都'}
2689	gameofthrones			权力
2689	{'第四季', '海报', 'gameofthrones'}		{'的', '游戏', '权力'}
2690	腊八			腊八节
2690	{'明天', '腊八', '才'}		{'腊八节'}
2691	古装			最帅
2691	{'古装', '每个', '心中'}		{'古装', '最帅', '男神'}
2692	穿			林允儿
2692	{'1p', '20140815smt', '穿'}		{'林允儿'}
2693	若曦			步步惊情
2693	{'带', '刘诗诗', '若曦'}		{'步步惊情'}
2694	珍惜			天佑
2694	{'面对', '温暖', '珍惜'}		{'天佑', '昆明'}
2695	亚洲			马航
2695	{'亚洲', '航班', '370'}		{'马航', '飞机', '失联'}
2696	128			爱上
2696	{'ttv', 'ctv', '128'}		{'爱上', '我', '两个'}
2697	140622			朴有天
2697	{'140622', '仁川', '朴有天'}		{'朴有天'}
2698	女友			我
2698	{'曾', '女友', '钟汉良'}		{'早', '的', '我'}
2699	舞台			鹿晗
2699	{'最喜欢', '舞台', '宇宙'}		{'鹿晗'}
2700	永恒			邓超
2700	{'永恒', '邓超', '35'}		{'邓超'}
2701	只羊			爸爸去哪儿
2701	{'只羊', '2', '爸爸去哪儿'}		{'2', '爸爸去哪儿'}
2702	feynman			贝儿
2702	{'贝儿', '官配', 'feynman'}		{'贝儿', 'feynman'}
2703	品冠			我是歌手
2703	{'拥抱', '品冠', '杰锅'}		{'张杰', '我是歌手'}
2704	死			吴世勋
2704	{'死', '不行', '帽子'}		{'吴世勋'}
2705	难忘			袁弘
2705	{'难忘', '一天', '终于'}		{'袁弘'}
2706	世界			lay
2706	{'世界', '认真', '好孩子'}		{'lay'}
2707	满满的			杨幂
2707	{'满满的', '白首', '人心'}		{'杨幂', '结婚', '刘恺威'}
2708	吴亦凡			吴亦凡
2708	{'电影', '写', '吴亦凡'}		{'夏有', '吴亦凡', '乔木'}
2709	我家			亚洲
2709	{'第十', '我家', '没有'}		{'亚洲', '明星', '最丑'}
2710	刚刚			马航
2710	{'中国', '老师', '刚刚'}		{'马航', '航班', '失联'}
2711	拍戏			重返
2711	{'鹿', '拍戏', '照顾'}		{'岁', '20', '重返'}
2712	美拍			美拍
2712	{'美拍', '陆毅', '后援会'}		{'美拍'}
2713	就业			90
2713	{'难', '就业', '目前'}		{'90', '女', '后'}
2714	来不及			祈福
2714	{'不能', '来不及', '想象'}		{'马航', '祈福'}
2715	女王			我
2715	{'女王', '用图', '驾到'}		{'女王', '我', '是'}
2716	爆			林心如
2716	{'成', '爆', '热门'}		{'0127', '林心如', '生日快乐'}
2717	一位			金曲
2717	{'随机', '专辑', '一位'}		{'金曲', '歌王', '林俊杰'}
2718	好多			杨幂
2718	{'好多', '作家', '收到'}		{'杨幂', '大婚', '刘恺威'}
2719	讲			后会无期
2719	{'讲', '完整', '这部'}		{'后会无期'}
2720	电影			前任
2720	{'算', '电影', '看过'}		{'前任', '功略'}
2721	娱乐			yif
2721	{'yif', '娱乐', '一种'}		{'yif', '加油'}
2722	梦			南京
2722	{'青春', '梦想', '梦'}		{'青奥会', '南京'}
2723	我家			李敏镐
2723	{'黑', '我家', '看到'}		{'春晚', '上', '李敏镐'}
2724	华晨宇			变形
2724	{'华晨宇', '变形', '廖洪毅'}		{'变形', '计'}
2725	事件			梁静茹
2725	{'事件', '马航', '刚'}		{'躺', '梁静茹', '枪'}
2726	少年			变形
2726	{'少年', '男', '最潮'}		{'变形', '计'}
2727	不想			大
2727	{'丢下', '不想', 'c'}		{'订婚', '大', 'k'}
2728	近日			微
2728	{'近日', '俄罗斯', '照片'}		{'镜头', '微'}
2729	华为			祈福
2729	{'认识', '华为', '叔叔'}		{'mh370', '祈福'}
2730	陪			爸爸
2730	{'分钟', '陪', '决定'}		{'爸爸', '了', '回来'}
2731	今日			马航
2731	{'今日', '搜寻', '新华社'}		{'马航', '飞机', '失联'}
2732	吴			吴镇宇
2732	{'sam', '吴', '哥'}		{'费曼', '吴镇宇'}
2733	后会无期			后会无期
2733	{'全世界', '后会无期', '承包'}		{'后会无期'}
2734	哥哥			吴亦凡
2734	{'应该', '系列', '哥哥'}		{'吴亦凡'}
2735	一年			郑嘉颖
2735	{'815', '一年', '生日'}		{'815', '生日快乐', '郑嘉颖'}
2736	女孩子			最炫
2736	{'女孩子', '有个', '南方'}		{'最炫', '文言', '风'}
2737	私生			张碧晨
2737	{'私生', '饭', '两个'}		{'撒谎', '张碧晨'}
2738	播出			来自星星的你
2738	{'图集', '来自星星的你', '播出'}		{'来自星星的你'}
2739	鹿晗			鹿晗
2739	{'鹿晗', '心跳', '抽奖'}		{'鹿晗', '0420', '生日快乐'}
2740	之心			祈福
2740	{'惩', '恶魔', '之心'}		{'祈福', '昆明'}
2741	200			李易峰
2741	{'200', '抽一', '人手'}		{'李易峰'}
2742	造			张智尧
2742	{'造', '赶紧', '热门'}		{'张智尧', '古剑奇谭'}
2743	晚安			赵丽颖
2743	{'晚安', '上演', '夕阳'}		{'赵丽颖'}
2744	激动人心			少年
2744	{'激动人心', '好消息', '小少'}		{'少年', '中国', '强'}
2745	不少			冰桶挑战
2745	{'发出', '不少', '买单'}		{'冰桶挑战'}
2746	今天			一见
2746	{'湖南台', '今天', '一半'}		{'不', '一见', '钟情'}
2747	姜洙			百年
2747	{'惨', '医院', '姜洙'}		{'百年', '的', '新娘'}
2748	主题曲			一起
2748	{'张杰', '张靓颖', '主题曲'}		{'一起', '青奥会', '来看'}
2749	开启			吴世勋
2749	{'开启', '灿烈', '表演'}		{'吴世勋'}
2750	239			马航
2750	{'马航', '239', '370'}		{'马航', '飞机', '失联'}
2751	村长			贝儿
2751	{'真相', 'feynman', '村长'}		{'贝儿', 'feynman'}
2752	不错			泰版
2752	{'浪漫满屋', '不错', '女主'}		{'浪漫满屋', '泰版'}
2753	回来			爸爸
2753	{'呆萌', '回来', '浙江'}		{'爸爸', '了', '回来'}
2754	宝贝			贝儿
2754	{'两只', '宝贝', '到来'}		{'贝儿', 'feynman'}
2755	态度			光荣
2755	{'态度', '第一季', '中国好声音'}		{'光荣', '绽放', '2014'}
2756	原来			马伊琍
2756	{'以为', '伊利', '原来'}		{'坚强', '马伊琍', '请'}
2757	原来			来自星星的你
2757	{'允', '原来', '允才'}		{'来自星星的你', '集', '16'}
2758	感动			快乐大本营
2758	{'这期', '十年', '感动'}		{'快乐大本营'}
2759	形容			吴亦凡
2759	{'眉眼', '小哥', '形容'}		{'吴亦凡'}
2760	踢			c罗
2760	{'c罗', '踢', '球'}		{'c罗', '不哭'}
2761	宣布			马航
2761	{'宣布', '纳吉布', '总理'}		{'马航', '失事', '飞机'}
2762	幕后			东莞
2762	{'黑手', '遇到', '幕后'}		{'东莞', '丐帮'}
2763	有木有			唐嫣
2763	{'好稀饭', '干练', '有木有'}		{'唐嫣'}
2764	保护			你
2764	{'宝贝', '保护', '唯一'}		{'你', '是', '我'}
2765	不到			黄子韬
2765	{'感受', '身上', '不到'}		{'黄子韬'}
2766	开心			都
2766	{'三个', '开心', 'cry'}		{'秀', '暻', '都'}
2767	骄傲			李娜
2767	{'对方', '太棒了', '骄傲'}		{'李娜', '夺冠', '澳网'}
2768	一生			男神
2768	{'一笑倾城', '倾国', '一生'}		{'男神', '笑', '终于'}
2769	越发			音频
2769	{'我要', '学习', '越发'}		{'怪物', '音频'}
2770	w			刘谦
2770	{'w', '撸', '长条'}		{'xyif', '刘谦'}
2771	黄子韬			黄子韬
2771	{'做', '海浪', '黄子韬'}		{'黄子韬'}
2772	rain			rain
2772	{'rain', '夺冠', '感谢'}		{'rain'}
2773	好好			电视剧
2773	{'听说', '花千骨', '好好'}		{'花千骨', '电视剧'}
2774	距离			不
2774	{'距离', '青春', '星期天'}		{'不', '的', '一样'}
2775	中国电信			马航
2775	{'乘客', '周三', '中国电信'}		{'马航', '飞机', '失联'}
2776	儿子			奇怪
2776	{'儿子', '真', '开头'}		{'的', '奇怪', '她'}
2777	台湾			柯震东
2777	{'柯震东', '演员', '台湾'}		{'柯震东', '房祖名', '吸毒'}
2778	冰桶挑战			冰桶挑战
2778	{'冰桶挑战', '加拿大', '来自'}		{'冰桶挑战'}
2779	十年			张
2779	{'时间', '十年', '我是歌手'}		{'张', '战', '杰出'}
2780	小妞			sulli
2780	{'1p', '140704kbs', '小妞'}		{'崔雪莉', 'sulli'}
2781	吴妈			国民
2781	{'最初', '费曼', '吴妈'}		{'吴镇宇', '国民', '公公'}
2782	费曼			费曼
2782	{'爸爸', '年轻', '费曼'}		{'费曼', '妈妈'}
2783	艺术			武松
2783	{'艺术', '严重', '觉得'}		{'杀嫂', '武松'}
2784	十羊九不全			黄奕
2784	{'十羊九不全', '听说', '女属'}		{'离婚', '提出', '黄奕'}
2785	届			莱昂纳多
2785	{'66', '届', '1994'}		{'莱昂纳多', '奥斯卡'}
2786	年			不朽
2786	{'的', '地方', '年'}		{'名曲', '之', '不朽'}
2787	韩国			周杰伦
2787	{'韩国', '周杰伦', '最近'}		{'周杰伦'}
2788	疯			白举纲
2788	{'疯', '姐姐', '好动'}		{'签动', '白举纲', '成都'}
2789	搜索			马航
2789	{'澳大利亚', '海事局', '搜索'}		{'马航', '飞机', '失联'}
2790	哥哥			重返
2790	{'哭', '哥哥', '鹿哥'}		{'岁', '20', '重返'}
2791	道歉			金泰妍
2791	{'道歉', '做错', '出来'}		{'金泰妍'}
2792	扛			步步惊情
2792	{'扛', '证明', '把子'}		{'步步惊情'}
2793	王乔			王乔
2793	{'应该', '心态', '王乔'}		{'邓紫棋', '给', '王乔'}
2794	马来西亚			马航
2794	{'11', '上午', '马来西亚'}		{'马航', '飞机', '失联'}
2795	其实			萧振
2795	{'发布', '感觉', '其实'}		{'高中学生', '跳楼', '萧振'}
2796	扫得			东莞
2796	{'扫得', '扫黄', '东莞'}		{'东莞', '挺住'}
2797	不舍			妻子
2797	{'秘密', '不舍', '妻子'}		{'秘密', '的', '妻子'}
2798	t			权力
2798	{'t', '恤', '冰火'}		{'的', '游戏', '权力'}
2799	跪			张艺兴
2799	{'小朋友', '哥哥', '跪'}		{'张艺兴'}
2800	发言人			马航
2800	{'发言人', '伊朗外交部', '11'}		{'马航', '飞机', '失联'}
2801	正在			马
2801	{'丽都', '酒店', '正在'}		{'航班', '马', '失联'}
2802	适合			秀智
2802	{'适合', '刘海', '爆'}		{'秀智'}
2803	记录器			搜寻
2803	{'黑匣子', '记录器', '航空'}		{'马航', '搜寻', '370'}
2804	不是			为
2804	{'不是', '分享', '没有'}		{'正名', '何韵诗', '为'}
2805	logo			吴亦凡
2805	{'出品', '半年', 'logo'}		{'吴亦凡'}
2806	联系			十八岁
2806	{'如今', '联系', '身'}		{'十八岁', '的', '天空'}
